timestamp,temperature,humidity,precipitation,uv_index,pressure,current_weather
2026-03-04T21:39:53.837900,29.84,44.8,0.0,7.88,1011.5,Unknown
2026-03-04T21:39:55.838108,29.94,44.3,0.0,7.96,1012.0,Unknown
2026-03-04T21:39:57.836943,29.98,44.3,0.0,8.08,1011.8,Unknown
2026-03-04T21:39:59.843354,29.94,44.4,0.0,7.96,1012.1,Unknown
2026-03-04T21:40:01.841925,29.84,44.6,0.0,8.04,1012.1,Unknown
2026-03-04T21:40:03.857033,29.9,43.7,0.0,8.08,1012.2,Unknown
2026-03-04T21:40:05.846754,29.9,43.7,0.0,8.0,1012.2,Unknown
2026-03-04T21:40:07.853185,29.86,44.4,0.0,8.0,1011.9,Unknown
2026-03-04T21:40:09.852110,29.86,44.3,0.0,8.12,1012.2,Unknown
2026-03-04T21:40:11.852048,29.78,43.4,0.0,8.16,1012.0,Unknown
2026-03-04T21:40:13.856603,29.7,44.0,0.0,8.08,1012.1,Unknown
2026-03-04T21:40:15.861203,29.58,44.2,0.0,8.16,1012.0,Unknown
2026-03-04T21:40:17.863198,29.74,44.0,0.0,8.08,1012.2,Unknown
2026-03-04T21:40:19.863128,29.8,44.2,0.0,8.04,1012.1,Unknown
2026-03-04T21:40:21.865730,29.92,44.3,0.0,7.92,1012.4,Unknown
2026-03-04T21:40:23.866841,30.12,44.6,0.0,7.92,1012.1,Unknown
2026-03-04T21:40:25.867765,30.12,44.7,0.0,8.0,1012.0,Unknown
2026-03-04T21:40:27.870674,30.1,44.8,0.0,7.96,1012.2,Unknown
2026-03-04T21:40:29.877249,30.06,44.9,0.0,7.96,1011.9,Unknown
2026-03-04T21:40:31.877111,29.96,45.5,0.0,7.96,1011.5,Unknown
2026-03-04T21:40:33.878282,29.86,45.5,0.0,7.92,1011.6,Unknown
2026-03-04T21:40:35.880448,29.9,46.1,0.0,7.92,1011.5,Unknown
2026-03-04T21:40:37.885861,29.88,46.1,0.0,8.04,1011.6,Unknown
2026-03-04T21:40:39.884074,30.06,45.9,0.0,8.0,1012.0,Unknown
2026-03-04T21:40:41.890849,30.12,45.2,0.0,8.04,1012.3,Unknown
2026-03-04T21:40:43.888871,30.18,44.4,0.0,8.16,1012.6,Unknown
2026-03-04T21:40:45.891234,30.22,43.7,0.0,8.0,1012.5,Unknown
2026-03-04T21:40:47.894009,30.14,43.1,0.0,8.04,1012.2,Unknown
2026-03-04T21:40:49.902149,30.02,43.0,0.0,8.08,1011.6,Unknown
2026-03-04T21:40:51.897203,29.98,43.2,0.0,8.08,1011.8,Unknown
2026-03-04T21:40:53.901864,30.02,43.1,0.0,8.04,1011.7,Unknown
2026-03-04T21:40:55.901539,29.94,43.5,0.0,8.12,1011.5,Unknown
2026-03-04T21:40:57.909355,29.92,43.8,0.0,8.0,1011.4,Unknown
2026-03-04T21:40:59.910042,29.92,44.8,0.0,7.88,1011.8,Unknown
2026-03-04T21:41:01.912489,29.96,45.3,0.0,8.0,1011.3,Unknown
2026-03-04T21:41:03.911899,29.84,46.1,0.0,7.96,1011.1,Unknown
2026-03-04T21:41:05.915683,29.98,45.6,0.0,7.88,1011.7,Unknown
2026-03-04T21:41:07.916504,30.06,45.3,0.0,7.96,1011.6,Unknown
2026-03-04T21:41:09.916500,30.1,45.0,0.0,7.96,1011.6,Unknown
2026-03-04T21:41:11.919170,30.1,45.1,0.0,7.84,1011.7,Unknown
2026-03-04T21:41:13.924629,30.04,44.9,0.0,7.92,1012.0,Unknown
2026-03-04T21:41:15.924697,29.92,45.0,0.0,7.96,1011.9,Unknown
2026-03-04T21:41:17.930845,29.78,45.2,0.0,7.88,1012.1,Unknown
2026-03-04T21:41:19.930397,29.78,44.9,0.0,8.04,1011.7,Unknown
2026-03-04T21:41:21.931357,29.72,44.8,0.0,8.16,1012.0,Unknown
2026-03-04T21:41:23.932564,29.9,44.4,0.0,8.08,1011.6,Unknown
2026-03-04T21:41:25.935051,30.0,44.9,0.0,8.2,1011.2,Unknown
2026-03-04T21:41:27.942200,30.16,45.0,0.0,8.16,1011.5,Unknown
2026-03-04T21:41:29.940792,30.12,44.9,0.0,8.16,1011.9,Unknown
2026-03-04T21:41:31.946764,30.14,44.2,0.0,8.12,1011.8,Unknown
2026-03-04T21:41:33.949220,30.1,43.9,0.0,8.2,1011.9,Unknown
2026-03-04T21:41:35.950193,30.06,43.2,0.0,8.12,1011.9,Unknown
2026-03-04T21:41:37.949987,30.06,42.9,0.0,8.12,1011.4,Unknown
2026-03-04T21:41:39.952582,30.04,42.6,0.0,7.96,1011.4,Unknown
2026-03-04T21:41:41.953465,30.16,42.7,0.0,7.84,1011.1,Unknown
2026-03-04T21:41:43.955052,30.16,42.7,0.0,7.68,1011.1,Unknown
2026-03-04T21:41:45.958405,30.24,43.6,0.0,7.72,1011.4,Unknown
2026-03-04T21:41:47.961134,30.16,43.6,0.0,7.84,1012.0,Unknown
2026-03-04T21:41:49.962754,30.12,44.0,0.0,7.96,1012.1,Unknown
2026-03-04T21:41:51.971260,30.0,44.0,0.0,8.08,1012.1,Unknown
2026-03-04T21:41:53.968195,29.96,45.0,0.0,8.24,1012.4,Unknown
2026-03-04T21:41:55.969256,29.9,45.1,0.0,8.24,1012.3,Unknown
2026-03-04T21:41:57.972072,30.02,45.4,0.0,8.12,1011.9,Unknown
2026-03-04T21:41:59.979806,30.02,45.6,0.0,8.0,1011.5,Unknown
2026-03-04T21:42:01.975257,30.04,46.1,0.0,7.88,1011.5,Unknown
2026-03-04T21:42:03.979264,30.0,45.5,0.0,7.84,1011.4,Unknown
2026-03-04T21:42:05.987130,30.04,44.8,0.0,7.88,1011.4,Unknown
2026-03-04T21:42:07.984578,29.84,44.6,0.0,8.04,1011.5,Unknown
2026-03-04T21:44:40.887244,30.5,43.0,0.0,8.2,1013.5,Unknown
2026-03-04T21:44:42.670733,30.4,43.5,0.0,8.3,1012.25,Unknown
2026-03-04T21:44:44.673912,30.4,43.83,0.0,8.07,1012.0,Unknown
2026-03-04T21:44:46.674986,30.42,44.12,0.0,8.05,1012.25,Unknown
2026-03-04T21:44:48.676729,30.26,44.3,0.0,7.96,1012.2,Unknown
2026-03-04T21:44:50.677957,30.18,44.9,0.0,8.0,1011.6,Unknown
2026-03-04T21:44:52.686849,30.1,45.5,0.0,8.0,1011.7,Unknown
2026-03-04T21:44:54.684829,30.02,45.1,0.0,8.08,1011.8,Unknown
2026-03-04T21:44:56.685256,29.82,44.6,0.0,8.0,1011.8,Unknown
2026-03-04T21:44:58.688988,29.96,44.9,0.0,8.16,1011.9,Unknown
2026-03-04T21:45:00.691184,29.98,44.2,0.0,8.12,1011.9,Unknown
2026-03-04T21:45:02.692990,30.1,44.0,0.0,8.08,1012.1,Unknown
2026-03-04T21:45:04.693775,30.14,44.8,0.0,8.04,1012.3,Unknown
2026-03-04T21:45:06.696660,30.3,44.8,0.0,8.16,1012.1,Unknown
2026-03-04T21:45:08.708770,30.26,44.2,0.0,8.0,1011.7,Unknown
2026-03-04T21:45:10.702603,30.14,45.0,0.0,8.04,1012.0,Unknown
2026-03-04T21:45:12.705234,30.14,45.0,0.0,8.0,1011.6,Unknown
2026-03-04T21:45:14.706159,30.16,44.4,0.0,8.08,1011.7,Unknown
2026-03-04T21:45:16.707592,30.06,44.9,0.0,7.96,1011.5,Unknown
2026-03-04T21:45:18.709651,29.98,44.8,0.0,7.96,1012.0,Unknown
2026-03-04T21:45:20.711568,30.0,44.0,0.0,7.96,1011.7,Unknown
2026-03-04T21:45:22.734540,29.98,44.0,0.0,7.88,1012.0,Unknown
2026-03-04T21:47:22.270201,30.5,43.0,0.0,8.2,1013.5,Unknown
2026-03-04T21:47:24.050020,30.4,43.5,0.0,8.3,1012.25,Unknown
2026-03-04T21:47:26.059572,30.4,43.83,0.0,8.07,1012.0,Unknown
2026-03-04T21:47:28.070353,30.42,44.12,0.0,8.05,1012.25,Unknown
2026-03-04T21:47:30.054401,30.26,44.3,0.0,7.96,1012.2,Unknown
2026-03-04T21:47:32.059064,30.18,44.9,0.0,8.0,1011.6,Unknown
2026-03-04T21:47:34.058918,30.1,45.5,0.0,8.0,1011.7,Unknown
2026-03-04T21:47:36.063367,30.02,45.1,0.0,8.08,1011.8,Unknown
2026-03-04T21:47:38.058691,29.82,44.6,0.0,8.0,1011.8,Unknown
2026-03-04T21:47:40.061254,29.96,44.9,0.0,8.16,1011.9,Unknown
2026-03-04T21:47:42.065884,29.98,44.2,0.0,8.12,1011.9,Unknown
2026-03-04T21:47:44.067889,30.1,44.0,0.0,8.08,1012.1,Unknown
2026-03-04T21:47:46.069987,30.14,44.8,0.0,8.04,1012.3,Unknown
2026-03-04T21:47:48.069717,30.3,44.8,0.0,8.16,1012.1,Unknown
2026-03-04T21:47:50.071955,30.26,44.2,0.0,8.0,1011.7,Unknown
2026-03-04T21:47:52.077465,30.14,45.0,0.0,8.04,1012.0,Unknown
2026-03-04T21:47:54.079905,30.14,45.0,0.0,8.0,1011.6,Unknown
2026-03-04T21:47:56.079752,30.16,44.4,0.0,8.08,1011.7,Unknown
2026-03-04T21:47:58.083077,30.06,44.9,0.0,7.96,1011.5,Unknown
2026-03-04T21:48:00.084253,29.98,44.8,0.0,7.96,1012.0,Unknown
2026-03-04T21:48:02.086260,30.0,44.0,0.0,7.96,1011.7,Unknown
2026-03-04T21:48:04.088369,29.98,44.0,0.0,7.88,1012.0,Unknown
2026-03-04T21:48:06.090407,29.84,44.8,0.0,7.88,1011.5,Unknown
2026-03-04T21:48:08.091877,29.94,44.3,0.0,7.96,1012.0,Unknown
2026-03-04T21:48:10.095623,29.98,44.3,0.0,8.08,1011.8,Unknown
2026-03-04T21:48:12.100272,29.94,44.4,0.0,7.96,1012.1,Unknown
2026-03-04T21:48:14.100911,29.84,44.6,0.0,8.04,1012.1,Unknown
2026-03-04T21:48:16.103828,29.9,43.7,0.0,8.08,1012.2,Unknown
2026-03-04T21:48:18.106460,29.9,43.7,0.0,8.0,1012.2,Unknown
2026-03-04T21:48:20.106027,29.86,44.4,0.0,8.0,1011.9,Unknown
2026-03-04T21:48:22.106979,29.86,44.3,0.0,8.12,1012.2,Unknown
2026-03-04T21:48:24.112512,29.78,43.4,0.0,8.16,1012.0,Unknown
2026-03-04T21:48:26.113529,29.7,44.0,0.0,8.08,1012.1,Unknown
2026-03-04T21:48:28.124950,29.58,44.2,0.0,8.16,1012.0,Unknown
2026-03-04T21:48:30.118143,29.74,44.0,0.0,8.08,1012.2,Unknown
2026-03-04T21:48:32.118821,29.8,44.2,0.0,8.04,1012.1,Unknown
2026-03-04T21:48:34.123104,29.92,44.3,0.0,7.92,1012.4,Unknown
2026-03-04T21:48:36.123537,30.12,44.6,0.0,7.92,1012.1,Unknown
2026-03-04T21:48:38.125793,30.12,44.7,0.0,8.0,1012.0,Unknown
2026-03-04T21:48:40.128898,30.1,44.8,0.0,7.96,1012.2,Unknown
2026-03-04T21:48:42.130286,30.06,44.9,0.0,7.96,1011.9,Unknown
2026-03-04T21:48:44.133789,29.96,45.5,0.0,7.96,1011.5,Unknown
2026-03-04T21:48:46.135081,29.86,45.5,0.0,7.92,1011.6,Unknown
2026-03-04T21:48:48.136797,29.9,46.1,0.0,7.92,1011.5,Unknown
2026-03-04T21:48:50.139967,29.88,46.1,0.0,8.04,1011.6,Unknown
2026-03-04T21:48:52.143654,30.06,45.9,0.0,8.0,1012.0,Unknown
2026-03-04T23:50:18.962509,30.5,43.0,0.0,8.2,1013.5,Unknown
2026-03-04T23:50:20.737022,30.4,43.5,0.0,8.3,1012.25,Unknown
2026-03-04T23:50:22.742657,30.4,43.83,0.0,8.07,1012.0,Unknown
2026-03-04T23:50:24.747974,30.42,44.12,0.0,8.05,1012.25,Unknown
2026-03-04T23:50:26.746645,30.26,44.3,0.0,7.96,1012.2,Unknown
2026-03-04T23:50:28.747899,30.18,44.9,0.0,8.0,1011.6,Unknown
2026-03-04T23:50:30.751956,30.1,45.5,0.0,8.0,1011.7,Unknown
2026-03-04T23:50:32.751844,30.02,45.1,0.0,8.08,1011.8,Unknown
2026-03-04T23:50:34.783565,29.82,44.6,0.0,8.0,1011.8,Unknown
2026-03-16T09:54:18.242266,30.5,43.0,0.0,8.2,1013.5,Unknown
2026-03-16T09:54:20.019247,30.4,43.5,0.0,8.3,1012.25,Unknown
2026-03-16T09:54:22.021314,30.4,43.83,0.0,8.07,1012.0,Unknown
2026-03-16T09:54:24.025399,30.42,44.12,0.0,8.05,1012.25,Unknown
2026-03-16T09:54:26.026399,30.26,44.3,0.0,7.96,1012.2,Unknown
2026-03-16T09:54:28.027105,30.18,44.9,0.0,8.0,1011.6,Unknown
2026-03-16T09:54:30.028599,30.1,45.5,0.0,8.0,1011.7,Unknown
2026-03-16T09:54:32.032676,30.02,45.1,0.0,8.08,1011.8,Unknown
2026-03-16T09:54:34.032760,29.82,44.6,0.0,8.0,1011.8,Unknown
2026-03-16T09:54:36.036185,29.96,44.9,0.0,8.16,1011.9,Unknown
2026-03-16T09:54:38.040412,29.98,44.2,0.0,8.12,1011.9,Unknown
2026-03-16T09:54:40.041087,30.1,44.0,0.0,8.08,1012.1,Unknown
2026-03-16T09:54:42.044903,30.14,44.8,0.0,8.04,1012.3,Unknown
2026-03-16T09:54:44.045078,30.3,44.8,0.0,8.16,1012.1,Unknown
2026-03-16T09:54:46.051120,30.26,44.2,0.0,8.0,1011.7,Unknown
2026-03-16T09:54:48.054695,30.14,45.0,0.0,8.04,1012.0,Unknown
2026-03-16T09:54:50.053501,30.14,45.0,0.0,8.0,1011.6,Unknown
2026-03-16T09:54:52.056320,30.16,44.4,0.0,8.08,1011.7,Unknown
2026-03-16T09:54:54.059500,30.06,44.9,0.0,7.96,1011.5,Unknown
2026-03-16T09:54:56.055176,29.98,44.8,0.0,7.96,1012.0,Unknown
2026-03-16T09:54:58.055919,30.0,44.0,0.0,7.96,1011.7,Unknown
2026-03-16T09:55:00.057117,29.98,44.0,0.0,7.88,1012.0,Unknown
2026-03-16T09:55:02.060414,29.84,44.8,0.0,7.88,1011.5,Unknown
2026-03-16T09:55:04.062769,29.94,44.3,0.0,7.96,1012.0,Unknown
2026-03-16T09:55:06.065420,29.98,44.3,0.0,8.08,1011.8,Unknown
2026-03-16T09:55:08.067766,29.94,44.4,0.0,7.96,1012.1,Unknown
2026-03-16T09:57:49.879400,30.5,43.0,0.0,8.2,1013.5,Model not loaded
2026-03-16T09:57:51.650433,30.4,43.5,0.0,8.3,1012.25,Model not loaded
2026-03-16T09:57:53.653085,30.4,43.83,0.0,8.07,1012.0,Model not loaded
2026-03-16T09:57:55.649594,30.42,44.12,0.0,8.05,1012.25,Model not loaded
2026-03-16T09:57:57.657489,30.26,44.3,0.0,7.96,1012.2,Model not loaded
2026-03-16T09:57:59.644092,30.18,44.9,0.0,8.0,1011.6,Model not loaded
2026-03-16T09:58:01.648473,30.1,45.5,0.0,8.0,1011.7,Model not loaded
2026-03-16T09:58:03.653434,30.02,45.1,0.0,8.08,1011.8,Model not loaded
2026-03-16T09:58:05.665731,29.82,44.6,0.0,8.0,1011.8,Model not loaded
2026-03-16T09:58:07.650940,29.96,44.9,0.0,8.16,1011.9,Model not loaded
2026-03-16T09:58:09.648353,29.98,44.2,0.0,8.12,1011.9,Model not loaded
2026-03-16T09:58:11.647720,30.1,44.0,0.0,8.08,1012.1,Model not loaded
2026-03-16T09:58:53.309813,30.5,43.0,0.0,8.2,1013.5,Model not loaded
2026-03-16T09:58:55.087415,30.4,43.5,0.0,8.3,1012.25,Model not loaded
2026-03-16T09:58:57.101718,30.4,43.83,0.0,8.07,1012.0,Model not loaded
2026-03-16T09:58:59.133537,30.42,44.12,0.0,8.05,1012.25,Model not loaded
2026-03-16T09:59:01.103900,30.26,44.3,0.0,7.96,1012.2,Model not loaded
2026-03-16T09:59:03.121745,30.18,44.9,0.0,8.0,1011.6,Model not loaded
2026-03-16T09:59:05.103487,30.1,45.5,0.0,8.0,1011.7,Model not loaded
2026-03-16T10:01:22.713785,30.02,45.1,0.0,8.08,1011.8,Model not loaded
2026-03-16T10:01:22.752045,29.82,44.6,0.0,8.0,1011.8,Model not loaded
2026-03-16T10:01:22.781762,29.96,44.9,0.0,8.16,1011.9,Model not loaded
2026-03-16T10:01:22.812951,29.98,44.2,0.0,8.12,1011.9,Model not loaded
2026-03-16T10:01:22.841592,30.1,44.0,0.0,8.08,1012.1,Model not loaded
2026-03-16T10:01:22.869820,30.14,44.8,0.0,8.04,1012.3,Model not loaded
2026-03-16T10:01:22.904250,30.3,44.8,0.0,8.16,1012.1,Model not loaded
2026-03-16T10:01:22.943412,30.26,44.2,0.0,8.0,1011.7,Model not loaded
2026-03-16T10:01:22.980706,30.14,45.0,0.0,8.04,1012.0,Model not loaded
2026-03-16T10:01:23.016859,30.14,45.0,0.0,8.0,1011.6,Model not loaded
2026-03-16T10:01:23.050397,30.16,44.4,0.0,8.08,1011.7,Model not loaded
2026-03-16T10:01:23.081214,30.06,44.9,0.0,7.96,1011.5,Model not loaded
2026-03-16T10:01:23.113842,29.98,44.8,0.0,7.96,1012.0,Model not loaded
2026-03-16T10:01:23.145862,30.0,44.0,0.0,7.96,1011.7,Model not loaded
2026-03-16T10:01:23.174601,29.98,44.0,0.0,7.88,1012.0,Model not loaded
2026-03-16T10:01:23.206015,29.84,44.8,0.0,7.88,1011.5,Model not loaded
2026-03-16T10:01:23.236326,29.94,44.3,0.0,7.96,1012.0,Model not loaded
2026-03-16T10:01:23.264266,29.98,44.3,0.0,8.08,1011.8,Model not loaded
2026-03-16T10:01:23.295551,29.94,44.4,0.0,7.96,1012.1,Model not loaded
2026-03-16T10:01:23.332803,29.84,44.6,0.0,8.04,1012.1,Model not loaded
2026-03-16T10:01:23.363920,29.9,43.7,0.0,8.08,1012.2,Model not loaded
2026-03-16T10:01:23.410646,29.9,43.7,0.0,8.0,1012.2,Model not loaded
2026-03-16T10:01:23.446018,29.86,44.4,0.0,8.0,1011.9,Model not loaded
2026-03-16T10:01:23.475429,29.86,44.3,0.0,8.12,1012.2,Model not loaded
2026-03-16T10:01:23.508304,29.78,43.4,0.0,8.16,1012.0,Model not loaded
2026-03-16T10:01:23.544836,29.7,44.0,0.0,8.08,1012.1,Model not loaded
2026-03-16T10:01:23.575718,29.58,44.2,0.0,8.16,1012.0,Model not loaded
2026-03-16T10:01:23.606209,29.74,44.0,0.0,8.08,1012.2,Model not loaded
2026-03-16T10:01:23.638906,29.8,44.2,0.0,8.04,1012.1,Model not loaded
2026-03-16T10:01:23.670535,29.92,44.3,0.0,7.92,1012.4,Model not loaded
2026-03-16T10:01:23.702964,30.12,44.6,0.0,7.92,1012.1,Model not loaded
2026-03-16T10:01:23.734069,30.12,44.7,0.0,8.0,1012.0,Model not loaded
2026-03-16T10:01:23.763848,30.1,44.8,0.0,7.96,1012.2,Model not loaded
2026-03-16T10:01:23.794729,30.06,44.9,0.0,7.96,1011.9,Model not loaded
2026-03-16T10:01:23.830782,29.96,45.5,0.0,7.96,1011.5,Model not loaded
2026-03-16T10:01:23.862913,29.86,45.5,0.0,7.92,1011.6,Model not loaded
2026-03-16T10:01:23.892299,29.9,46.1,0.0,7.92,1011.5,Model not loaded
2026-03-16T10:01:23.929160,29.88,46.1,0.0,8.04,1011.6,Model not loaded
2026-03-16T10:01:23.965862,30.06,45.9,0.0,8.0,1012.0,Model not loaded
2026-03-16T10:01:23.994440,30.12,45.2,0.0,8.04,1012.3,Model not loaded
2026-03-16T10:01:24.026436,30.18,44.4,0.0,8.16,1012.6,Model not loaded
2026-03-16T10:01:24.055868,30.22,43.7,0.0,8.0,1012.5,Model not loaded
2026-03-16T10:01:24.087540,30.14,43.1,0.0,8.04,1012.2,Model not loaded
2026-03-16T10:01:24.116578,30.02,43.0,0.0,8.08,1011.6,Model not loaded
2026-03-16T10:01:24.147650,29.98,43.2,0.0,8.08,1011.8,Model not loaded
2026-03-16T10:01:24.179723,30.02,43.1,0.0,8.04,1011.7,Model not loaded
2026-03-16T10:01:24.213702,29.94,43.5,0.0,8.12,1011.5,Model not loaded
2026-03-16T10:01:24.241735,29.92,43.8,0.0,8.0,1011.4,Model not loaded
2026-03-16T10:01:24.273256,29.92,44.8,0.0,7.88,1011.8,Model not loaded
2026-03-16T10:01:24.304827,29.96,45.3,0.0,8.0,1011.3,Model not loaded
2026-03-16T10:01:24.335396,29.84,46.1,0.0,7.96,1011.1,Model not loaded
2026-03-16T10:01:24.367709,29.98,45.6,0.0,7.88,1011.7,Model not loaded
2026-03-16T10:01:24.398803,30.06,45.3,0.0,7.96,1011.6,Model not loaded
